9.630672,23.693111,0.000000,12.047586,30.575371,4.506696
0.000000,48.750793,0.000000,12.047586,41.694687,4.506696
0.000000,12.705912,0.000000,12.047586,53.072536,4.506696
16.157265,35.458244,0.000000,12.128373,64.678497,4.506696
32.862709,37.689041,0.000000,12.292686,76.614738,4.506696
16.875359,39.035950,0.000000,12.377063,88.896919,4.506696
13.373188,25.937639,0.000000,12.443929,101.464920,4.506696
8.238632,28.242990,0.000000,12.485122,114.277893,4.506696
13.148540,31.222286,0.000000,12.550864,127.359955,4.506696
7.745190,32.299423,0.000000,12.589590,140.728394,4.506696
8.733059,28.512764,0.000000,12.633255,154.368591,4.506696
8.702644,35.577927,0.000000,12.676768,168.300735,4.506696
0.000000,36.924839,0.000000,12.676768,182.559830,4.506696
10.603825,25.144991,0.000000,12.729788,197.092346,4.506696
9.211784,31.237001,0.000000,12.775846,211.881622,4.506696
0.000000,27.719135,0.000000,12.775846,226.934433,4.506696
0.000000,37.658630,0.000000,12.775846,242.286423,4.506696
0.000000,28.542194,0.000000,12.775846,257.931732,4.506696
-37.925266,60.111755,-10.605835,12.586220,273.991791,4.453667
-343.349792,-36.422569,-11.383850,10.869471,290.110199,4.396748
-336.883057,-189.194687,16.158752,6.094907,305.136902,4.477541
-385.861420,-9.463709,35.213745,-1.956495,319.359528,4.653610
-195.472885,-32.156197,14.616638,-12.528708,333.383545,4.726694
-58.417374,64.497803,173.362061,-24.174900,347.601410,5.593504
-78.745651,-24.746706,386.563782,-36.448490,361.953522,7.526323
-116.885956,95.318871,11.712891,-49.621494,376.683258,11.063961
226.275696,207.106766,575.770264,-62.130661,392.829773,17.527302
421.948883,363.321198,-269.118042,-71.624985,411.621368,24.948133
99.743362,212.943710,-172.973145,-78.932793,432.930939,30.427626
460.074493,125.780884,-30.260193,-83.541260,455.721191,35.063923
623.998596,0.000000,51.754333,-83.189430,479.014557,39.837952
324.546387,32.748722,53.251343,-78.718872,502.471680,45.085258
177.342422,32.060059,-10.096741,-72.063423,526.220093,50.495087
47.592430,22.705244,10.530762,-64.460640,550.210266,55.917179
38.521118,39.514679,5.755310,-56.474880,574.488831,61.410175
23.492203,57.762260,0.000000,-48.217571,599.214294,66.926193
26.530357,37.060219,0.000000,-39.733643,624.356079,72.442207
39.194092,44.634514,0.000000,-30.947622,649.869263,77.958221
11.636818,37.703754,0.000000,-21.946644,675.749573,83.474236
26.216438,42.523407,0.000000,-12.768035,701.993286,88.990250
8.059113,46.191360,0.000000,-3.444265,728.638062,94.506264
15.947330,37.973526,0.000000,5.991477,755.657471,100.022278
21.277103,44.723793,0.000000,15.597394,783.052368,105.538292
15.903187,27.883944,0.000000,25.367935,810.765564,111.054306
18.268375,37.988243,0.000000,35.293430,838.780273,116.570320
16.322075,26.522316,0.000000,45.373611,867.079529,122.086334
13.043571,20.280212,0.000000,55.584297,895.586243,127.602348
20.512905,20.758942,-23.658081,65.949722,924.277954,133.000076
6.607231,-5.915432,-10.291016,76.430237,953.023071,138.251709
5.289745,-25.000784,0.000000,86.963631,981.619507,143.462189
0.000000,-19.521900,0.000000,97.518181,1010.018372,148.672668
0.000000,-18.325081,0.000000,108.072731,1038.247437,153.883148
6.353149,-12.337057,0.000000,118.659050,1066.341675,159.093628
15.035000,-14.597281,0.000000,129.345963,1094.313477,164.304108
7.969837,-8.115814,0.000000,140.132858,1122.186401,169.514587
14.839783,0.000000,0.000000,151.025833,1150.026733,174.725067
0.000000,-11.080397,0.000000,161.978165,1177.811646,179.935547
9.541401,-17.232246,0.000000,172.978210,1205.466064,185.146027
-9.125067,-18.774380,14.257629,183.970795,1232.957764,190.427795
0.000000,-15.945175,-8.389709,194.926865,1260.294678,195.724640
8.223919,-7.951006,-5.964783,205.924057,1287.527954,200.958099
7.999268,-13.625109,0.000000,216.994141,1314.661377,206.167694
6.636658,-8.670078,-5.411499,228.129410,1341.696899,211.350235
12.354912,-11.903456,0.000000,239.352997,1368.638184,216.511139
6.547390,-15.705811,0.000000,250.658737,1395.453491,221.672043
5.229908,-15.211386,0.000000,262.016815,1422.129883,226.832947
15.723663,-13.819349,0.000000,273.474426,1448.676270,231.993851
8.118950,-9.014410,0.000000,285.035522,1475.122314,237.154755
12.055706,-11.948582,0.000000,296.689392,1501.472656,242.315659
12.923889,-14.792501,6.398804,308.456085,1527.701172,247.508560
10.663666,-21.259251,15.020813,320.327789,1553.764160,252.802155
0.000000,-12.501865,0.000000,332.242157,1579.679688,258.155823
0.000000,-11.738646,0.000000,344.156525,1605.486450,263.509491
7.145798,-14.417759,0.000000,356.106628,1631.174072,268.863159
7.669655,-14.567850,0.000000,368.123688,1656.731201,274.216827
8.852741,-12.097692,0.000000,380.215668,1682.169556,279.570496
5.364304,-10.361324,0.000000,392.369873,1707.507812,284.924164
0.000000,-11.244223,0.000000,404.545532,1732.748291,290.277832
6.547390,-10.466290,0.000000,416.753937,1757.891479,295.631500
11.681946,-11.544409,0.000000,429.046936,1782.935181,300.985168
8.867455,-9.388172,0.000000,441.431000,1807.885742,306.338837
11.352329,-13.908619,0.000000,453.907318,1832.729248,311.692505
9.915165,-13.908619,0.000000,466.478607,1857.447510,317.046173
8.328884,-14.298077,0.000000,479.131226,1882.038696,322.399841
9.181374,-9.298899,0.000000,491.863037,1906.526123,327.753510
7.685349,-11.095110,0.000000,504.670013,1930.921021,333.107178
10.379177,-12.337057,0.000000,517.559570,1955.209839,338.460846
8.193504,-12.472435,0.000000,530.531616,1979.386841,343.814514
5.095509,-13.879189,0.000000,543.561951,2003.444702,349.168182
6.397297,-14.941612,0.000000,556.644653,2027.372192,354.521851
6.817162,-10.435879,0.000000,569.786987,2051.187744,359.875519
8.582962,-13.639824,0.000000,582.999573,2074.893555,365.229187
9.211784,-11.064699,0.000000,596.292542,2098.489258,370.582855
7.999268,-12.037851,0.000000,609.662292,2121.980469,375.936523
10.453732,-11.678806,0.000000,623.116333,2145.365234,381.290192
9.510990,-14.073427,0.000000,636.659790,2168.633057,386.643860
8.807613,-12.771639,0.000000,650.285339,2191.780518,391.997528
6.741627,-13.040434,0.000000,663.979797,2214.811768,397.351196
6.831879,-15.675400,0.000000,677.735413,2237.712402,402.704865
8.328884,-14.448170,0.000000,691.559937,2260.478027,408.058533
7.894302,-10.167084,0.000000,705.457275,2283.135254,413.412201
7.176212,-10.645813,0.000000,719.422058,2305.698486,418.765869
6.502266,-11.918171,0.000000,733.448120,2328.159668,424.119537
6.831879,-11.918171,0.000000,747.534302,2350.513428,429.473206
6.442421,-8.983999,0.000000,761.680054,2372.774658,434.826874
5.394714,-10.316198,0.000000,775.878540,2394.948486,440.180542
6.726910,-15.256512,0.000000,790.132202,2417.004639,445.534210
8.313187,-12.247786,0.000000,804.454346,2438.938477,450.887878
6.966278,-12.651957,0.000000,818.844604,2460.760010,456.241547
6.143215,-10.421164,0.000000,833.293396,2482.479004,461.595215
5.588951,-8.864317,0.000000,847.794739,2504.111816,466.948883
8.193504,-11.274633,0.000000,862.359375,2525.652832,472.302551
10.439014,-10.990145,0.000000,877.008972,2547.093994,477.656219
5.889137,-10.286766,0.000000,891.729797,2568.439453,483.009888
6.966278,-12.636261,0.000000,906.509033,2589.680664,488.363556
0.000000,-11.648394,0.000000,921.316101,2610.812988,493.717224
6.861309,-14.073427,0.000000,936.157471,2631.828613,499.070892
9.001850,-11.693520,0.000000,951.071289,2652.729492,504.424561
8.628090,-12.801071,0.000000,966.064270,2673.519531,509.778229
9.346184,0.000000,0.000000,981.138550,2694.258301,515.131897
